사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,방지시설연간가동일수,방지시설조업시간,배출시설연간가동일수,배출시설조업시간,업종명,종별명,주생산품명,환경업무구분명,정제지번주소,정제도로명주소,정제우편번호
(주)태흥광학연구소,20160810,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1205-15번지,대구광역시 북구 노원로1길 198 (노원동3가),
에코코,20160819,운영중,,,,,,,,,,도장 및 기타 피막처리업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 남리 900-1번지,대구광역시 달성군 논공읍 논공로 198,
경북대학교 체육진흥센터,20160104,운영중,,,,,,,,,,대학교,4종,,대기배출업소관리,대구광역시 북구 산격동 1370번지 경북대학교,대구광역시 북구 대학로 80 (산격동),
주식회사 즐거운세상 인터불고 호텔지점,20151230,운영중,,,,,,,,,,,4종,,대기배출업소관리,,"대구광역시 수성구 팔현길 212 (만촌동, 호텔인터불고)",
수성경찰서,20151230,운영중,,,,,,,,,,,5종,,대기배출업소관리,,"대구광역시 수성구 달구벌대로 2460 (범어동, 대구수성경찰서)",
금성산업포장,20151224,폐업 등,20160509,,,,,,,,,골판지 및 골판지상자 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 고봉리 225-1번지,대구광역시 달성군 구지면 과학동로42길 82,
(주)황금자동차검사정비,20161101,운영중,,,,,,,,,,,4종,,대기배출업소관리,대구광역시 수성구 상동 644-7번지,대구광역시 수성구 신천동로 25 (상동),
주식회사 호텔수성,20151203,운영중,,,,,,,,,,,5종,,대기배출업소관리,,"대구광역시 수성구 용학로 106-7 (두산동, 수성관광호텔)",
대구광역시 종합복지회관,20151202,운영중,,,,,,,,,,지방행정 집행기관,5종,,대기배출업소관리,대구광역시 달서구 성당동 72-10번지,"대구광역시 달서구 성당로 187 (성당동, 대구시종합복지관)",
동덕섬유,20151230,운영중,,,,,,,,,,섬유 염색 및 가공업,4종,,대기배출업소관리,,대구광역시 서구 와룡로90길 31 (이현동),
부성산업,20151230,운영중,,,,,,,,,,산업용 세탁업,5종,,대기배출업소관리,,대구광역시 서구 국채보상로14길 29-10 (중리동),
(주)호텔라온제나,20151211,운영중,,,,,,,,,,숙박업,4종,,대기배출업소관리,,"대구광역시 수성구 범어천로 73 (범어동, 호텔 라온제나)",
국립대구박물관,20151211,운영중,,,,,,,,,,,5종,,대기배출업소관리,,"대구광역시 수성구 청호로 321 (황금동, 국립대구박물관)",
(주)영남일보,20151229,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 동구 신천동 111번지,"대구광역시 동구 동대구로 441 (신천동, 영남타워)",
상리 음식물류폐기물처리시설,20151231,운영중,,,,,,,,,,폐기물 처리업,4종,,대기배출업소관리,대구광역시 서구 상리동 2-1번지,대구광역시 서구 가르뱅이로10길 31 (상리동),
신세계산업,20151231,운영중,,,,,,,,,,산업용 세탁업,4종,,대기배출업소관리,대구광역시 서구 중리동 1062번지,대구광역시 서구 국채보상로14길 17 (중리동),
경일화학,20151231,운영중,,,,,,,,,,플라스틱 발포 성형제품 제조업,5종,,대기배출업소관리,대구광역시 서구 이현동 42-253번지,"대구광역시 서구 와룡로 428-5 (이현동, 외 1필지)",
상명사이징,20151231,운영중,,,,,,,,,,섬유사 및 직물호부처리업,5종,,대기배출업소관리,대구광역시 달서구 신당동 348-3번지,대구광역시 달서구 성서서로51길 27 (신당동),
(재)대구테크노파크나노융합실용화센터,20151231,운영중,,,,,,,,,,전기·전자공학 연구개발업,5종,,대기배출업소관리,대구광역시 달서구 대천동 891-5번지,대구광역시 달서구 성서공단로 46-17 (대천동),
(주)생활온천,20151231,운영중,,,,,,,,,,욕탕업,4종,,대기배출업소관리,대구광역시 달서구 진천동 446번지,대구광역시 달서구 상화로 79 (진천동),
덕일산업,20151231,운영중,,,,,,,,,,컨베이어장치 제조업,5종,,대기배출업소관리,대구광역시 달서구 호산동 701-3번지,대구광역시 달서구 호산로 38-16 (호산동),
(주)미광스포렉스,20151231,운영중,,,,,,,,,,욕탕업,5종,,대기배출업소관리,대구광역시 달서구 이곡동 1250-14번지,대구광역시 달서구 이곡동로 55 (이곡동),
명신스프링스,20151231,운영중,,,,,,,,,,욕탕업,5종,,대기배출업소관리,대구광역시 달서구 상인동 759번지,대구광역시 달서구 월배로 247 (상인동),
(주)중산,20161123,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,,대구광역시 달서구 성서서로 185-11 (갈산동),
DYETEC연구원,20151103,운영중,,,,,,,,,,연구 및 개발업,5종,,대기배출업소관리,,대구광역시 서구 염색공단로 117 (비산동),
(주)케이티(KT동대구지사),20151231,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 동구 신암동 249-7번지,"대구광역시 동구 아양로 114 (신암동, KT동대구지사)",
삼성전자(주)[대구삼성창조경제단지],20161212,운영중,,,,,,,,,,사업시설 유지관리 서비스업,4종,,대기배출업소관리,대구광역시 북구 침산동 105-2번지 외 16필지,대구광역시 북구 호암로 51 (침산동),
(주)모간 2공장,20151117,운영중,,,,,,,,,,전기용 탄소제품 및 절연제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 내리 847-16번지,대구광역시 달성군 구지면 달성2차4로 23,
(주)대구은행,20160324,운영중,,,,,,,,,,국내 은행,5종,,대기배출업소관리,,대구광역시 북구 옥산로 111 (칠성동2가),
인창테크,20160526,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1034-2번지,"대구광역시 북구 노원로 179, 1층 (침산동)",
대유섬유,20160527,운영중,,,,,,,,,,침구 및 관련제품 제조업,5종,,대기배출업소관리,,대구광역시 서구 문화로19길 7 (이현동),
황금모터스,20160707,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 동구 동호동 107-1번지,대구광역시 동구 경안로102길 10 (동호동),
성만산업,20151022,운영중,,,,,,,,,,그외 기타 고무제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 774-3번지,대구광역시 달성군 논공읍 비슬로262길 33-12,
주식회사 동신에스피,20170404,운영중,,,,,,,,,,기타 인쇄업,5종,,대기배출업소관리,,대구광역시 달서구 성서로46길 8 (장동),
경원인더스트리(주),20160422,운영중,,,,,,,,,,"금속 열처리, 도금 및 기타 처리업",5종,,대기배출업소관리,,대구광역시 서구 와룡로66길 7-8 (중리동),
대동정밀세라믹,20160510,운영중,,,,,,,,,,절삭가공 및 유사처리업,5종,,대기배출업소관리,대구광역시 달서구 장동 386-10번지,대구광역시 달서구 성서공단로51길 58 (장동),
패션디자인개발지원센터,20161128,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 산격동 1670번지,대구광역시 북구 유통단지로14길 17 (산격동),
남영P&A,20170629,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,,대구광역시 달서구 성서로67길 61 (갈산동),
(주)금성정공,20171121,운영중,,,,,,,,,,그외 기타 자동차 부품 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 응암리 1244-7번지,대구광역시 달성군 구지면 국가산단대로33길 70,
(주)우성씰텍 2공장,20171115,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 대천동 597-3번지,대구광역시 달서구 성서로9길 54 (대천동),
(주)대성도어몰딩(2공장),20151029,운영중,,,,,,,,,,목재문 및 관련제품 제조업,4종,,대기배출업소관리,,대구광역시 서구 문화로23길 30 (이현동),
한국전력공사(대구경북지역본부),20151029,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 침산동 447-2번지,대구광역시 북구 원대로 110 (침산동),
대구환경공단 달서천사업소,20151106,운영중,,,,,,,,,,하수 처리업,4종,,대기배출업소관리,,대구광역시 서구 염색공단로 130 (비산동),
근로복지공단 대구병원,20151106,운영중,,,,,,,,,,공중 보건 의료업,5종,,대기배출업소관리,대구광역시 북구 학정동 533번지,대구광역시 북구 학정로 515 (학정동),
텍스코이엔디(주),20151201,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 429-16번지,대구광역시 북구 3공단로10길 21-1 (노원동3가),
아진테크,20151201,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1202-6번지,대구광역시 북구 노원로1길 193 (노원동3가),
도우산업,20160713,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,,대구광역시 달서구 성서서로 214 (갈산동),
대우단보루(포장)공업사,20151229,운영중,,,,,,,,,,골판지 및 골판지상자 제조업,5종,,대기배출업소관리,대구광역시 서구 비산동 2028-29번지,대구광역시 서구 염색공단천로14길 16-16 (비산동),
(주)신영하이텍,20151229,운영중,,,,,,,,,,기타 자동차부품 제조업,5종,,대기배출업소관리,대구광역시 북구 검단동 777-72번지,대구광역시 북구 검단로31길 14-10 (검단동),
우경테크,20160104,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 780-14번지,대구광역시 북구 노원로47길 20-12 (침산동),
(주)이노알앤씨 제2공장,20160129,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-223번지,대구광역시 달성군 논공읍 논공로 445-1,
자연W&D,20160212,운영중,,,,,,,,,,섬유 염색 및 가공업,5종,,대기배출업소관리,,대구광역시 서구 염색공단로13길 41 (비산동),
(주)신창모터스 종합정비사업소,20160215,운영중,,,,,,,,,,자동차 종합 수리업,5종,,대기배출업소관리,대구광역시 서구 비산동 1825-5번지,대구광역시 서구 서대구로63안길 13 (비산동),
(주)에이엠앤씨,20160928,운영중,,,,,,,,,,자동차 종합 수리업,5종,,대기배출업소관리,,대구광역시 서구 북비산로17길 14-21 (이현동),
홈플러스(주) 칠곡점,20151223,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 동천동 968번지,대구광역시 북구 동암로12길 8 (동천동),
일성합판(주),20151224,운영중,,,,,,,,,,"박판, 합판 및 유사적층판 제조업",5종,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-8번지,대구광역시 달성군 논공읍 논공중앙로54길 8,
생활자원회수센터(대구수성구),20160922,운영중,,,,,,,,,,"하수처리, 폐기물처리 및 청소관련 서비스업",5종,,대기배출업소관리,대구광역시 수성구 범물동 105-7번지,,
메트로센터,20151126,운영중,,,,,,,,,,,4종,,대기배출업소관리,,"대구광역시 중구 달구벌대로 지하 2100 (덕산동, 반월당역)",
산호자동차정비공장,20000419,운영중,,,,,,,,,,자동차 종합 수리업,5종,,대기배출업소관리,대구광역시 남구 봉덕동 683-13번지,대구광역시 남구 봉덕남로 142 (봉덕동),
대덕맨션1차,20081125,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 남구 봉덕동 1329-2번지 보성대덕아파트,"대구광역시 남구 앞산순환로 659, 보성대덕아파트 (봉덕동)",
한비염직(주),20040625,운영중,,,,,,,,,,섬유 염색 및 가공업,4종,,대기배출업소관리,대구광역시 서구 평리동 456-6번지,대구광역시 서구 달서천로 160-27 (평리동),
(주)영동염직,20040423,운영중,,,,,,,,,,섬유 염색 및 가공업,4종,,대기배출업소관리,대구광역시 서구 비산동 2041-118번지,대구광역시 서구 염색공단천로19길 37 (비산동),
대삼산업(주),20040513,폐업 등,20050615,,,,,,,,,섬유 염색 및 가공업,,,대기배출업소관리,대구광역시 서구 중리동 1049번지,대구광역시 서구 와룡로69길 12  (중리동),703833
(주)에스에스에이취,20040630,운영중,,,,,,,,,,,4종,,대기배출업소관리,대구광역시 서구 비산동 2053-6번지,대구광역시 서구 염색공단천로 106-8 (비산동),
(주)경무염직,20040701,폐업 등,20040821,,,,,,,,,섬유 염색 및 가공업,,,대기배출업소관리,대구광역시 서구 이현동 42-73번지,대구광역시 서구 문화로19길 21  (이현동),703830
중앙나염(주),20040701,운영중,,,,,,,,,,섬유 염색 및 가공업,4종,,대기배출업소관리,대구광역시 서구 비산동 2037-30번지,대구광역시 서구 염색공단로13길 28 (비산동),703047
"대한1급정비공업사(구,대한정비공업사)",20040701,운영중,,,,,,,,,,자동차 종합 수리업,4종,,대기배출업소관리,대구광역시 서구 비산동 1792번지,대구광역시 서구 염색공단천로3길 23 (비산동),
갑을합섬(주)비산공장,20040702,폐업 등,20060613,,,,,,,,,섬유 염색 및 가공업,,,대기배출업소관리,대구광역시 서구 비산동 3137-3번지,대구광역시 서구 염색공단천로19길 20  (비산동),703825
중앙모터스(주),20040702,운영중,,,,,,,,,,자동차 종합 수리업,5종,,대기배출업소관리,,대구광역시 서구 와룡로 433 (이현동),
군위1급정비공장,20040611,폐업 등,20120807,,,,,,,,,,4종,,대기배출업소관리,대구광역시 서구 비산동 1780번지,대구광역시 서구 염색공단천로3길 11  (비산동),
상신자동차정비공장,19841017,폐업 등,20060116,,,,,,,,,,5종,,대기배출업소관리,대구광역시 서구 비산동 1695번지,대구광역시 서구 서대구로63길 57  (비산동),703824
"영지산업㈜(구,동원염직㈜)",19840702,폐업 등,20070312,,,,,,,,,,2종,,대기배출업소관리,대구광역시 서구 중리동 1063-2번지,,703833
"유승염직㈜(구,유승염직공업사)",19940416,폐업 등,20061212,,,,,,,,,,2종,,대기배출업소관리,대구광역시 서구 비산동 2037-25번지,,703825
(주)금영,20030410,폐업 등,20030410,,,,,,,,,,,,대기배출업소관리,대구광역시 서구 비산동 2041-121 번지,,703047
태평전자요업(주),19810821,폐업 등,20040309,,,,,,,,,,5종,,대기배출업소관리,대구광역시 서구 중리동 1128번지,대구광역시 서구 와룡로66길 29  (중리동),703833
대웅산업사,20030618,폐업 등,20070420,,,,,,,,,기타 섬유제품 제조업,,,대기배출업소관리,대구광역시 서구 중리동 1058-2번지,대구광역시 서구 와룡로 380  (중리동),703833
(주)재성나염,20030618,폐업 등,20030618,,,,,,,,,섬유 염색 및 가공업,,,대기배출업소관리,대구광역시 서구 이현동 45-53  번지,,703830
성안염직(주),19840210,폐업 등,20070419,,,,,,,,,,3종,,대기배출업소관리,대구광역시 서구 비산동 2041-124번지,,703825
"㈜재구실업(구,협신산업사)",19900125,폐업 등,20080902,,,,,,,,,,2종,,대기배출업소관리,대구광역시 서구 이현동 42-2번지,,703830
극동금속공업(주),20030822,폐업 등,20100119,,,,,,,,,선철주물 주조업,4종,,대기배출업소관리,대구광역시 서구 이현동 42-41번지,대구광역시 서구 문화로 77  (이현동),
(주)재구실업,20030614,폐업 등,20080902,,,,,,,,,섬유 염색 및 가공업,3종,,대기배출업소관리,대구광역시 서구 이현동 42-2번지,대구광역시 서구 북비산로 26  (이현동),703830
아성염직(주),19840210,폐업 등,20060731,,,,,,,,,,4종,,대기배출업소관리,대구광역시 서구 비산동 2010-28번지,,703825
