2015 년 행정구역 배출량,,,,,,,,,,,,,,
,,,,,,조사년도,오염물질,,,,,,,
,,,,,,2015년,2015년,2015년,2015년,2015년,2015년,2015년,2015년,"2015년 (단위:kg , 비산먼지 포함)"
시도,시군구,배출원대분류,배출원중분류,배출원소분류,연료대분류,CO,NOx,SOx,TSP,PM10,PM2.5,VOC,NH3,BC
충청남도,부여군,농업,분뇨관리,일반 소,기타,,,,,,,,"302,507",
충청남도,부여군,농업,분뇨관리,돼지,기타,,,,,,,,"568,687",
충청남도,부여군,농업,분뇨관리,닭,기타,,,,,,,,"738,794",
충청남도,부여군,농업,분뇨관리,기타 가금류,기타,,,,,,,,192,
충청남도,부여군,농업,분뇨관리,양 및 염소,기타,,,,,,,,"1,498",
충청남도,부여군,농업,분뇨관리,기제류,기타,,,,,,,,66,
충청남도,부여군,농업,분뇨관리,모피동물,기타,,,,,,,,"4,720",
충청남도,부여군,농업,분뇨관리,기타,기타,,,,,,,,"13,211",
충청남도,부여군,기타 면오염원,산불 및 화재,산불,기타,"1,481",42,,181,114,103,254,,10
충청남도,부여군,기타 면오염원,산불 및 화재,일반화재,기타,"26,023",613,,"1,680","1,068",961,"2,153",,42
충청남도,부여군,기타 면오염원,동물,인간,기타,,,,,,,,"17,786",
충청남도,부여군,비산먼지,도로재비산먼지,승용차,기타,,,,"141,405","27,143","6,567",,,69
충청남도,부여군,비산먼지,도로재비산먼지,택시,기타,,,,"3,516",675,163,,,2
충청남도,부여군,비산먼지,도로재비산먼지,승합차,기타,,,,"9,504","1,824",441,,,5
충청남도,부여군,비산먼지,도로재비산먼지,버스,기타,,,,"11,109","2,132",516,,,5
충청남도,부여군,비산먼지,도로재비산먼지,화물차,기타,,,,"100,472","19,286","4,666",,,49
충청남도,부여군,비산먼지,도로재비산먼지,특수차,기타,,,,949,182,44,,,
충청남도,부여군,비산먼지,도로재비산먼지,RV,기타,,,,"63,807","12,248","2,963",,,31
충청남도,부여군,비산먼지,건설공사,주거시설,기타,,,,"35,127","24,100","2,410",,,
충청남도,부여군,비산먼지,건설공사,비주거시설,기타,,,,"19,334","13,263","1,326",,,
충청남도,부여군,비산먼지,나대지,학교운동장,기타,,,,"42,846","16,710","2,506",,,1
충청남도,부여군,비산먼지,하역 및 야적,알갱이 성상,기타,,,,,,,,,
충청남도,부여군,비산먼지,농업활동,경지정리,기타,,,,"31,802","14,328","2,866",,,1
충청남도,부여군,비산먼지,농업활동,수확,기타,,,,"268,473","80,396","16,079",,,3
충청남도,부여군,비산먼지,축산활동,젖소,기타,,,,"2,834",945,604,,,31
충청남도,부여군,비산먼지,축산활동,한육우,기타,,,,"15,072","5,024","3,349",,,173
충청남도,부여군,비산먼지,축산활동,닭,기타,,,,"374,970","125,068","16,326",,,3
충청남도,부여군,비산먼지,축산활동,돼지,기타,,,,"63,370","21,123","3,454",,,1
충청남도,부여군,비산먼지,폐기물처리,건설폐기물 재활용시설,기타,,,,"4,941","1,315",131,,,
충청남도,부여군,비산먼지,비포장도로 비산먼지,승용차,기타,,,,"19,121","1,612",161,,,2
충청남도,부여군,비산먼지,비포장도로 비산먼지,택시,기타,,,,"161,626","13,624","1,362",,,15
충청남도,부여군,비산먼지,비포장도로 비산먼지,승합차,기타,,,,"43,092","3,632",363,,,4
충청남도,부여군,비산먼지,비포장도로 비산먼지,버스,기타,,,,"57,151","4,817",482,,,5
충청남도,부여군,비산먼지,비포장도로 비산먼지,화물차,기타,,,,"591,849","49,887","4,989",,,56
충청남도,부여군,비산먼지,비포장도로 비산먼지,특수차,기타,,,,861,73,7,,,
충청남도,부여군,비산먼지,비포장도로 비산먼지,RV,기타,,,,"32,692","2,756",276,,,3
충청남도,부여군,생물성 연소,노천 소각,생활폐기물 소각,기타,"36,308","4,759",,"11,605","7,944","7,044","38,801",20,297
충청남도,부여군,생물성 연소,농업잔재물 소각,과수,기타,"87,186","3,716",,"10,226","5,043","3,833","63,266",3,"1,432"
충청남도,부여군,생물성 연소,농업잔재물 소각,두류,기타,"4,839",116,,"9,167","3,657","3,088","8,358",6,489
충청남도,부여군,생물성 연소,농업잔재물 소각,잡곡,기타,"150,818","3,176",,"9,161","3,426","2,802","14,203",,741
충청남도,부여군,생물성 연소,농업잔재물 소각,채소,기타,"354,098","7,457",,"21,508","8,045","6,578","33,348",,"1,740"
충청남도,부여군,생물성 연소,농업잔재물 소각,특용작물,기타,"518,036","21,029",,"97,579","35,478","29,849","92,347",13,"3,975"
충청남도,부여군,생물성 연소,농업잔재물 소각,맥류,기타,550,24,,117,72,48,143,,3
충청남도,부여군,생물성 연소,고기 및 생선구이,쇠고기,기타,3,3,1,214,214,200,23,,8
충청남도,부여군,생물성 연소,고기 및 생선구이,돼지고기,기타,11,8,2,502,502,456,141,,19
충청남도,부여군,생물성 연소,고기 및 생선구이,닭고기,기타,,,,27,27,26,4,,1
충청남도,부여군,생물성 연소,고기 및 생선구이,오리고기,기타,1,1,,45,45,41,26,,2
충청남도,부여군,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"350,738","3,222",315,"30,418","13,258","8,422","100,706",33,"1,581"
충청남도,부여군,생물성 연소,목재난로및보일러,펠렛난로및보일러,기타,"78,057","7,905",107,"2,717","1,974","1,487","24,503",11,148
충청남도,부여군,생물성 연소,아궁이,장작,기타,"33,863","3,374",54,763,370,305,"9,032",5,80
충청남도,부여군,생물성 연소,아궁이,생활폐기물,기타,"3,080",496,10,445,360,263,"1,991",8,8
충청남도,부여군,생물성 연소,아궁이,농업잔재물,기타,"14,729",657,15,272,248,216,"3,427",2,25
충청남도,서천군,에너지산업 연소,공공발전시설,"1,2,3종(보일러)",무연탄,"309,784","2,783,365","847,926","52,648","30,641","15,959","154,892",289,299
충청남도,서천군,에너지산업 연소,공공발전시설,"1,2,3종(보일러)",B-C유,"27,598","91,510","177,397",43,34,22,"5,750","4,416",
충청남도,서천군,비산업 연소,상업 및 공공기관시설,기타,B-C유,23,258,229,6,6,2,8,4,
충청남도,서천군,비산업 연소,상업 및 공공기관시설,기타,경유,"3,066","12,262",48,87,80,51,153,490,5
충청남도,서천군,비산업 연소,상업 및 공공기관시설,기타,등유,593,"2,133",10,5,4,4,30,95,
충청남도,서천군,비산업 연소,상업 및 공공기관시설,기타,LPG,233,"1,131",5,4,4,4,61,13,1
충청남도,서천군,비산업 연소,상업 및 공공기관시설,기타,LNG,561,"3,242",9,3,3,3,158,45,1
충청남도,서천군,비산업 연소,상업 및 공공기관시설,가스히트펌프,LNG,254,189,,,,,,,
충청남도,서천군,비산업 연소,주거용시설,기타,무연탄,"123,552","22,370","39,521","2,302","1,766",920,153,1,17
충청남도,서천군,비산업 연소,주거용시설,기타,경유,675,"2,701",10,191,175,112,34,108,11
충청남도,서천군,비산업 연소,주거용시설,기타,등유,"5,652","20,349",96,452,415,389,283,904,39
충청남도,서천군,비산업 연소,주거용시설,기타,LPG,616,"2,989",14,97,97,97,162,35,37
충청남도,서천군,비산업 연소,주거용시설,기타,LNG,"2,387","13,801",37,112,112,112,671,190,43
충청남도,서천군,비산업 연소,농업.축산.수산업시설,기타,B-A유,29,292,224,41,38,23,3,5,
충청남도,서천군,비산업 연소,농업.축산.수산업시설,기타,경유,"5,874","23,498",117,"1,664","1,526",974,294,940,97
충청남도,서천군,비산업 연소,농업.축산.수산업시설,기타,등유,691,"2,487",12,55,51,47,35,111,5
충청남도,서천군,비산업 연소,농업.축산.수산업시설,기타,LPG,9,45,,1,1,1,2,1,1
충청남도,서천군,제조업 연소,연소시설,"1,2,3종(보일러)",B-C유,183,"2,027","1,794",141,130,72,47,29,1
충청남도,서천군,제조업 연소,연소시설,"1,2,3종(보일러)",LNG,"3,605","9,924",27,60,60,60,483,137,23
충청남도,서천군,제조업 연소,공정로,아스팔트 콘크리트 생산,B-C유,448,"4,959","4,390",52,48,26,115,72,
충청남도,서천군,제조업 연소,공정로,아스팔트 콘크리트 생산,등유,3,12,,,,,,,
충청남도,서천군,제조업 연소,공정로,유리제품 생산,B-C유,"1,870",737,"7,424",53,48,27,480,299,
충청남도,서천군,제조업 연소,공정로,기타,B-C유,"1,897","20,992","2,334","2,474","2,269","1,257",487,13,13
충청남도,서천군,제조업 연소,공정로,기타,LNG,"1,542","4,246",1,42,42,42,207,1,16
충청남도,서천군,제조업 연소,기타,광업,B-C유,15,161,143,2,2,1,4,2,
충청남도,서천군,제조업 연소,기타,"음,식료품 제조업",LNG,"8,411","23,155",63,19,19,19,"1,126",319,7
충청남도,서천군,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",경유,83,330,1,3,3,1,4,13,
충청남도,서천군,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",LNG,59,163,,,,,8,2,
충청남도,서천군,제조업 연소,기타,봉제의복 및 모피제품 제조업,LNG,70,191,1,,,,9,3,
충청남도,서천군,제조업 연소,기타,목재 및 나무제품 제조업(가구 제외),경유,15,60,,1,1,,1,2,
충청남도,서천군,제조업 연소,기타,목재 및 나무제품 제조업(가구 제외),LNG,163,450,1,,,,22,6,
충청남도,서천군,제조업 연소,기타,"펄프, 종이 및 종이제품 제조업",경유,184,735,3,7,7,3,9,29,
충청남도,서천군,제조업 연소,기타,"펄프, 종이 및 종이제품 제조업",LNG,487,"1,340",4,1,1,1,65,18,
충청남도,서천군,제조업 연소,기타,"출판, 인쇄 및 기록매체 복제업",LNG,452,"1,244",3,1,1,1,61,17,
충청남도,서천군,제조업 연소,기타,화합물 및 화학제품 제조업,LNG,163,450,1,,,,22,6,
충청남도,서천군,제조업 연소,기타,고무 및 플라스틱 제품 제조업,LNG,473,"1,302",4,1,1,1,63,18,
충청남도,서천군,제조업 연소,기타,비금속광물제품 제조업,경유,190,760,3,8,7,3,10,30,
충청남도,서천군,제조업 연소,기타,비금속광물제품 제조업,등유,49,196,1,2,2,1,5,8,
충청남도,서천군,제조업 연소,기타,비금속광물제품 제조업,LPG,10,31,,,,,2,,
충청남도,서천군,제조업 연소,기타,비금속광물제품 제조업,LNG,"1,266","3,484",9,3,3,3,170,48,1
충청남도,서천군,제조업 연소,기타,제1차 금속산업,LNG,883,"2,431",7,2,2,2,118,34,1
충청남도,서천군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),LNG,713,"1,962",5,2,2,2,95,27,1
충청남도,서천군,제조업 연소,기타,기타 기계 및 장비 제조업,B-C유,36,402,356,5,5,3,9,6,
충청남도,서천군,제조업 연소,기타,기타 기계 및 장비 제조업,LNG,313,862,2,1,1,1,42,12,
충청남도,서천군,제조업 연소,기타,기타 전기기계 및 전기변환장치 제조업,LNG,38,105,,,,,5,1,
충청남도,서천군,제조업 연소,기타,"전자부품, 영상, 음향 및 통신장비 제조업",LNG,10,29,,,,,1,,
충청남도,서천군,제조업 연소,기타,"의료, 정밀, 광학기기 및 시계 제조업",LNG,219,603,2,,,,29,8,
충청남도,서천군,제조업 연소,기타,자동차 및 트레일러 제조업,LNG,229,632,2,1,1,1,31,9,
충청남도,서천군,제조업 연소,기타,기타 운송장비 제조업,LNG,212,584,2,,,,28,8,
충청남도,서천군,제조업 연소,기타,가구 및 기타제품 제조업,경유,3,13,,,,,,1,
충청남도,서천군,제조업 연소,기타,가구 및 기타제품 제조업,LPG,24,72,,,,,4,1,
충청남도,서천군,제조업 연소,기타,가구 및 기타제품 제조업,LNG,143,392,1,,,,19,5,
충청남도,서천군,생산공정,무기화학제품 제조업,인산비료 생산,기타,,,,"32,098","20,093","12,838",,,
충청남도,서천군,생산공정,식음료 가공,"육류,생선가공",기타,,,,,,,135,,
충청남도,서천군,생산공정,식음료 가공,마가린과요리용지방,기타,,,,,,,640,,
충청남도,서천군,생산공정,암모니아 소비,SCR,B-C유,,,,,,,,530,
충청남도,서천군,생산공정,암모니아 소비,SNCR,무연탄,,,,,,,,"320,110",
충청남도,서천군,생산공정,암모니아 소비,SNCR,B-C유,,,,,,,,"16,099",
충청남도,서천군,생산공정,기타 제조업,유리(탄소제거공정),기타,"1,918","51,261","34,925","1,017",849,764,"3,836",,
충청남도,서천군,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"39,503",,
충청남도,서천군,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"9,077",,
충청남도,서천군,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"103,276",,
충청남도,서천군,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"18,990",,
충청남도,서천군,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"5,528",,
충청남도,서천군,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"3,241",,
충청남도,서천군,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"137,679",,
충청남도,서천군,유기용제 사용,세정시설,금속 세정공정,기타,,,,,,,"1,785",,
충청남도,서천군,유기용제 사용,세정시설,전자부품 제조,기타,,,,,,,118,,
충청남도,서천군,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,"2,605",,
충청남도,서천군,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"20,142",,
충청남도,서천군,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"1,998",,
충청남도,서천군,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"150,242",,
충청남도,서천군,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,"1,559",,
충청남도,서천군,도로이동오염원,승용차,경형,휘발유,"32,610",998,9,1,1,1,"2,038","2,023",
충청남도,서천군,도로이동오염원,승용차,경형,LPG,189,45,1,,,,6,,
충청남도,서천군,도로이동오염원,승용차,소형,경유,97,"2,368",1,45,45,41,24,2,24
충청남도,서천군,도로이동오염원,승용차,소형,휘발유,"15,230","5,043",11,3,3,3,"2,254","2,067",1
충청남도,서천군,도로이동오염원,승용차,소형,LPG,74,23,,,,,3,,
충청남도,서천군,도로이동오염원,승용차,중형,경유,659,"26,145",8,57,57,52,331,24,30
충청남도,서천군,도로이동오염원,승용차,중형,휘발유,"33,947","10,935",48,41,41,38,"6,614","9,042",8
충청남도,서천군,도로이동오염원,승용차,중형,LPG,"13,777","3,583",17,,,,373,,
충청남도,서천군,도로이동오염원,승용차,대형,경유,257,"9,618",,25,25,23,126,,13
충청남도,서천군,도로이동오염원,승용차,대형,휘발유,"20,657","6,657",32,40,40,37,"3,988","6,028",8
충청남도,서천군,도로이동오염원,승용차,대형,LPG,"3,532",901,5,,,,90,,
충청남도,서천군,도로이동오염원,택시,중형,LPG,544,236,4,,,,26,,
충청남도,서천군,도로이동오염원,승합차,경형,휘발유,30,8,,,,,4,2,
충청남도,서천군,도로이동오염원,승합차,경형,LPG,"1,302",67,,,,,31,,
충청남도,서천군,도로이동오염원,승합차,소형,경유,848,"11,047",3,363,363,334,174,9,192
충청남도,서천군,도로이동오염원,승합차,소형,LPG,269,57,,,,,9,,
충청남도,서천군,도로이동오염원,승합차,중형,경유,"2,674","8,990",3,240,240,221,709,3,127
충청남도,서천군,도로이동오염원,승합차,대형,경유,"2,346","8,592",4,109,109,100,268,2,77
충청남도,서천군,도로이동오염원,승합차,특수,경유,"1,002","6,648",2,94,94,87,261,2,67
충청남도,서천군,도로이동오염원,버스,시내버스,경유,"1,492","4,799",2,34,34,31,65,3,24
충청남도,서천군,도로이동오염원,버스,시내버스,CNG,113,"1,934",,,,,"2,158",,
충청남도,서천군,도로이동오염원,버스,시외버스,경유,"11,663","42,708",20,510,510,469,"1,272",26,362
